High Selling:
  22446: 439
  35651: 439
  23556: 438
  23394: 438
  85034A: 437
  21311: 437
  22839: 433
  84976: 432
  22822: 432
  22453: 431
  22525: 431
  23219: 430
  21421: 430
  23008: 428
  23598: 428
  22032: 427
  20886: 425
  23338: 425
  23555: 424
  23554: 424
  84356: 424
  22925: 424
  85049D: 423
  17084P: 423
  21441: 421
  22246: 419
  22471: 419
  20665: 418
  23482: 418
  23558: 418
  84596E: 417
  85169C: 417
  22277: 417
  22069: 416
  22946: 416
  16168M: 415
  85019A: 414
  22165: 414
  23527: 414
  37482P: 413
  85159A: 413
  23521: 413
  22482: 412
  21358: 412
  21666: 412
  21846: 412
  84031A: 411
  21625: 411
  47310M: 410
  35809A: 408
  21724: 408
  21171: 408
  72760B: 408
  15060B: 407
  17136A: 407
  18097C: 407
  51008: 407
  21446: 407
  22067: 406
  84926F: 406
  23565: 405
  21060: 405
  21051: 405
  23314: 404
  85059: 403
  85071D: 403
  22538: 403
  23139: 403
  35965: 403
  22203: 402
  21723: 401
  21700: 400
  21926: 400
  22278: 400
  21527: 399
  17012C: 399
  84569D: 398
  72225C: 398
  21925: 397
  84559A: 397
  21913: 395
  22891: 394
  22200: 394
  22519: 394
  23022: 392
  37495: 391
  23391: 390
  22591: 390
  84580: 390
  23268: 388
  22852: 385
  71038: 385
  22362: 381
  79190A: 381
  84078A: 380
  21812: 380
  84279B: 379
  22589: 379
  23218: 379
  21470: 378
  47580: 378
  37500: 377
  23694: 376
  21807: 374
  23342: 374
  16015: 373
  20838: 373
  22405: 373
  22257: 373
  22927: 372
  21717: 371
  22182: 371
  22309: 370
  22691: 369
  21555: 369
  21284: 368
  84625C: 368
  23085: 368
  81952V: 367
  23335: 366
  35819B: 365
  23272: 364
  22660: 364
  84997b: 364
  51020A: 364
  23053: 364
  23324: 364
  23051: 363
  21534: 363
  21365: 363
  22890: 362
  20752: 362
  22449: 361
  21644: 361
  22703: 360
  23107: 359
  21945: 358
  21272: 357
  84247G: 357
  23518: 356
  22136: 355
  21189: 355
  22363: 354
  23522: 354
  23523: 354
  22375: 354
  21867: 353
  21618: 350
  85169D: 350
  23557: 350
  22119: 350
  23046: 349
  22913: 348
  21220: 348
  71101E: 348
  21706: 347
  21352: 346
  22406: 345
  22021: 345
  21719: 345
  20658: 344
  84279P: 344
  23025: 344
  84993A: 343
  22215: 341
  21285: 341
  17091A: 340
  21417: 339
  35911A: 339
  85187: 337
  21944: 337
  22518: 336
  84558A: 336
  85170C: 335
  82616B: 335
  22498: 334
  23517: 334
  22105: 334
  21828: 333
  21972: 333
  23538: 332
  22719: 331
  85025B: 330
  23412: 330
  21262: 330
  85169B: 329
  21042: 329
  23469: 328
  21792: 327
  22808: 327
  21188: 326
  72122: 325
  23178: 325
  21562: 324
  23179: 324
  23453: 324
  22475: 324
  23415: 323
  85087: 322
  20716: 322
  23185: 322
  82616C: 321
  22472: 321
  22794: 321
  22183: 320
  84997d: 319
  85188A: 316
  22313: 315
  85215: 314
  23010: 313
  20615: 313
  84968C: 313
  21288: 312
  22777: 312
  23474: 312
  15044C: 311
  22849: 310
  22514: 309
  21448: 309
  21143: 309
  84806B: 308
  23341: 308
  20755: 307
  21694: 307
  22861: 305
  22121: 305
  77101A: 305
  22894: 305
  21466: 304
  21374: 304
  85039C: 304
  35915C: 302
  21725: 301
  21064: 301
  21424: 301
  84884A: 300
  84880: 300
  22180: 300
  22848: 300
  22638: 299
  84659A: 298
  21973: 298
  23516: 297
  23402: 297
  23067: 297
  22283: 297
  23054: 296
  23408: 296
  21698: 296
  23027: 295
  84927F: 294
  15030: 293
  15044B: 293
  84228: 292
  85123a: 292
  47471: 292
  22256: 291
  C2: 290
  21695: 290
  85230F: 290
  23660: 290
  84663A: 289
  23111: 288
  22104: 288
  90058A: 288
  21469: 288
  21518: 287
  22033: 287
  21408: 287
  21371: 287
  22317: 287
  22324: 286
  23475: 286
  21693: 286
  22442: 285
  23478: 285
  84997c: 284
  20931: 284
  23023: 284
  72802B: 284
  84031B: 283
  84051: 282
  47563A: 282
  22928: 282
  22372: 281
  22912: 281
  22414: 280
  23106: 279
  20669: 279
  23451: 278
  23444: 278
  22263: 278
  22495: 277
  21264: 277
  84569A: 276
  21942: 275
  21187: 274
  22474: 273
  21286: 273
  21683: 272
  84796B: 271
  85180B: 271
  21407: 270
  84251G: 270
  22515: 270
  22760: 269
  22642: 269
  21222: 269
  22073: 268
  22390: 268
  23425: 268
  35818P: 266
  84849B: 265
  79190D: 265
  22606: 265
  21785: 265
  82494l: 264
  21793: 264
  21635: 264
  47585A: 264
  23009: 263
  21197: 263
  22236: 263
  23407: 263
  21467: 262
  22454: 262
  20619: 262
  23486: 262
  21221: 261
  23065: 260
  22806: 260
  23153: 259
  21067: 258
  21026: 258
  84968A: 257
  85088: 257
  84820: 257
  21676: 257
  23253: 256
  21739: 256
  22376: 255
  22500: 253
  23562: 253
  23405: 253
  20767: 253
  23024: 253
  23040: 253
  35912B: 252
  21576: 252
  21426: 252
  22511: 250
  23316: 250
  22308: 250
  22428: 250
  22496: 250
  85185B: 249
  23060: 249
  20866: 248
  85049F: 248
  23041: 248
  23539: 247
  20772: 246
  23597: 245
  23066: 245
  22785: 245
  84691: 244
  23074: 244
  23485: 244
  85049a: 244
  22157: 243
  22504: 242
  22782: 241
  21581: 240
  22643: 240
  21464: 240
  21821: 239
  71270: 239
  23079: 239
  22640: 238
  22389: 238
  84970s: 238
  21726: 237
  21106: 237
  21465: 237
  17012A: 237
  22410: 237
  22270: 237
  22325: 237
  35968: 235
  85025C: 235
  21804: 235
  20652: 235
  85214: 234
  21865: 234
  23427: 234
  22167: 233
  21205: 233
  46118: 232
  20956: 232
  22118: 232
  23481: 228
  22106: 228
  84912A: 228
  23491: 227
  84876B: 227
  23411: 226
  23336: 226
  47481: 226
  21089: 226
  22611: 225
  17084J: 225
  23495: 225
  22039: 225
  72819: 225
  23519: 224
  22829: 224
  22276: 224
  21415: 223
  84086C: 222
  84858C: 222
  35915B: 220
  23470: 220
  47578A: 219
  72130: 219
  23183: 218
  84509B: 217
  84915: 217
  35599B: 217
  84912B: 217
  85232D: 217
  20831: 216
  21638: 216
  23533: 215
  23423: 214
  85035A: 214
  85170B: 214
  22788: 214
  23422: 213
  21445: 213
  20704: 212
  21624: 212
  21363: 212
  23072: 212
  22510: 211
  21743: 211
  81952B: 211
  35914: 210
  22220: 210
  23532: 210
  23567: 210
  15058C: 210
  46776F: 210
  22451: 209
  82599: 209
  23409: 208
  22516: 208
  22497: 208
  85129D: 208
  22799: 208
  22936: 207
  23455: 207
  22409: 207
  22517: 206
  23476: 205
  22166: 204
  21528: 204
  35819P: 203
  22763: 202
  22042: 202
  47420: 202
  85208: 202
  22954: 201
  35599D: 201
  23315: 201
  22448: 201
  85064: 201
  84970l: 201
  17084A: 200
  21656: 200
  35933: 200
  23001: 200
  22060: 200
  47566b: 199
  35001G: 199
  23661: 199
  78124: 199
  84913A: 198
  23576: 198
  21537: 198
  21462: 198
  20655: 197
  21651: 197
  23181: 197
  84913B: 196
  23037: 196
  79164: 195
  21721: 195
  21742: 195
  22509: 195
  20932: 194
  22450: 194
  20616: 194
  22214: 193
  72128: 193
  22903: 193
  85179A: 193
  85131C: 193
  23039: 193
  85024B: 193
  10120: 193
  22201: 192
  22204: 192
  21587: 192
  84916: 191
  21246: 190
  21708: 190
  84674: 190
  20967: 190
  90209C: 189
  85200: 189
  21261: 187
  21028: 187
  22359: 186
  20622: 186
  21808: 186
  90209B: 186
  84683: 186
  21248: 186
  84789: 186
  23036: 185
  15058A: 185
  20770: 185
  23484: 185
  21379: 184
  85144: 184
  84952B: 183
  35653: 183
  22459: 183
  21251: 182
  21056: 182
  21458: 182
  85127: 182
  21580: 181
  79144B: 181
  23337: 180
  22320: 180
  20869: 180
  22461: 180
  21095: 180
  21613: 180
  84673B: 179
  23579: 179
  23575: 179
  23071: 178
  23454: 177
  20768: 177
  84931B: 177
  23056: 177
  84795B: 176
  90200D: 176
  20686: 175
  16169K: 175
  23339: 175
  21147: 175
  21849: 175
  21055: 174
  23317: 174
  20998: 174
  21025: 174
  23560: 173
  22889: 173
  84251B: 173
  75011: 172
  84754: 172
  84843: 171
  17107D: 171
  21367: 171
  23561: 170
  21456: 170
  35637A: 170
  23020: 170
  23140: 170
  20777: 169
  21631: 169
  22796: 169
  21263: 169
  21579: 168
  23520: 168
  20757: 167
  84247E: 167
  21682: 167
  90114: 167
  47594B: 166
  17014A: 166
  21145: 165
  23413: 165
  84813: 165
  23420: 165
  23440: 164
  21368: 164
  84849A: 164
  23544: 163
  21319: 163
  71495B: 163
  84800L: 163
  84923: 162
  85114c: 162
  15058B: 162
  22394: 162
  23421: 162
  46776B: 161
  23070: 160
  21707: 160
  72349b: 159
  20659: 159
  20836: 158
  22391: 158
  23447: 158
  23446: 157
  84968F: 157
  23456: 156
  84748: 156
  22443: 156
  84968D: 156
  46776A: 155
  22832: 155
  21316: 154
  21841: 154
  22513: 153
  21027: 153
  79144C: 153
  22762: 153
  22395: 152
  20654: 152
  22289: 152
  22108: 152
  20735: 152
  22162: 151
  22124: 150
  23094: 150
  23540: 150
  85095: 150
  20734: 149
  21348: 148
  35004C: 148
  21468: 148
  20618: 148
  20854: 148
  22282: 148
  23150: 147
  79191B: 147
  21741: 147
  35810B: 147
  22408: 146
  20702: 146
  84581: 146
  85211: 146
  23417: 146
  20764: 144
  79406: 144
  72800B: 144
  40003: 144
  23073: 143
  51020B: 143
  47503H: 143
  47343A: 143
  23064: 142
  22862: 142
  20705: 142
  21378: 142
  20837: 141
  21851: 141
  21030: 141
  72127: 140
  85036A: 140
  84199: 139
  22641: 139
  35815P: 139
  71406C: 138
  23414: 137
  72131: 137
  22447: 137
  72780: 137
  84806A: 137
  84247L: 136
  84931A: 135
  23136: 135
  20830: 135
  84452: 135
  21253: 135
  72801C: 135
  84531B: 135
  84510C: 134
  47591d: 134
  71143: 133
  21709: 133
  37467: 133
  23416: 132
  22281: 132
  85040B: 132
  72800C: 132
  22830: 132
  21265: 131
  84509C: 131
  84875B: 131
  37468: 130
  90214A: 130
  23099: 129
  84859A: 129
  22221: 129
  21087: 128
  84876D: 127
  84917: 127
  84251C: 127
  84457: 127
  71496A: 127
  15056n: 127
  18094C: 125
  84952C: 125
  21678: 125
  35004G: 125
  21002: 125
  21826: 124
  21457: 124
  20766: 124
  22512: 124
  21633: 124
  22786: 123
  20761: 123
  82001s: 122
  85205B: 122
  22797: 122
  90030B: 122
  21377: 121
  23180: 121
  23021: 121
  84218: 121
  22526: 121
  21735: 120
  37501: 119
  21664: 119
  21943: 119
  23142: 119
  85129B: 119
  35911B: 119
  23104: 118
  21647: 117
  22168: 117
  84877B: 117
  23580: 117
  46000U: 117
  46776C: 117
  21736: 116
  84637: 116
  47570B: 116
  85086A: 116
  21293: 116
  21117: 115
  84531A: 115
  72051S: 115
  90125A: 115
  84192: 115
  84661B: 115
  23479: 114
  23457: 113
  85049g: 113
  47367B: 112
  23496: 112
  23574: 112
  84800S: 111
  85141: 111
  21317: 111
  23537: 111
  84744: 110
  84823: 110
  37479B: 110
  17090A: 109
  20902: 109
  20748: 109
  85106: 109
  85049e: 109
  20758: 108
  84231: 108
  84030e: 108
  21196: 108
  20826: 107
  90087: 107
  21710: 107
  22882: 107
  21781: 107
  85179C: 106
  84678: 106
  21131: 106
  84997a: 106
  20762: 106
  72134: 105
  16259: 105
  23044: 104
  21711: 104
  84509a: 104
  23702: 104
  84661A: 104
  85160B: 104
  72801G: 104
  20765: 104
  21320: 104
  23460: 103
  47559b: 103
  20771: 103
  71495A: 103
  90200E: 103
  46000R: 103
  85125: 102
  90086: 102
  22987: 102
  21614: 102
  22881: 102
  21369: 101
  20760: 100
  84347: 100
  20936: 99
  21359: 99
  84968E: 99
  22880: 99
  47594A: 99
  22883: 99
  22884: 99
  23045: 98
  21032: 98
  21722: 97
  84857C: 97
  47348A: 97
  71279: 97
  72709: 96
  21279: 96
  79403: 95
  84707A: 95
  22869: 95
  90125D: 95
  20897: 95
  84925F: 95
  21250: 95
  22885: 95
  22407: 95
  84313B: 95
  21850: 94
  84766: 94
  90214L: 94
  90214S: 94
  21226: 94
  72799F: 94
  22870: 94
  22353: 94
  81950B: 94
  20617: 93
  23042: 93
  21427: 93
  84673A: 92
  21820: 92
  84497: 92
  90200B: 92
  85135C: 92
  85118: 92
  84952A: 92
  23477: 92
  84509E: 91
  21750: 91
  18098C: 91
  21082: 91
  90214C: 91
  84584: 91
  23069: 90
  20794: 90
  22770: 90
  21366: 89
  90210C: 89
  16046: 89
  46776D: 89
  62086A: 88
  22802: 88
  23149: 88
  84563B: 87
  20731: 87
  85124B: 87
  84595E: 87
  35607B: 87
  15056bl: 87
  22886: 87
  21425: 87
  84920: 87
  21190: 86
  85124C: 86
  21946: 86
  21361: 85
  85020: 85
  22272: 85
  90119: 84
  85163B: 83
  90161C: 83
  23137: 83
  84686: 83
  84563A: 82
  22137: 82
  23305: 82
  23043: 81
  72799C: 81
  23019: 81
  84924A: 81
  20699: 81
  84746: 81
  22503: 80
  20769: 80
  85129C: 80
  85198: 79
  90210D: 79
  85026B: 79
  90201B: 79
  23141: 79
  21157: 79
  21307: 79
  35816P: 78
  21003: 78
  90214K: 78
  84360: 78
  90209A: 78
  22887: 78
  90200A: 78
  90125C: 77
  90201D: 77
  90030C: 77
  21911: 77
  71403: 77
  16020C: 77
  84687: 77
  21847: 76
  84592: 76
  22833: 76
  23492: 76
  90161B: 76
  22888: 76
  17109D: 75
  21372: 75
  90198A: 75
  72801D: 75
  23428: 75
  84559B: 75
  72801d: 75
  85103: 74
  21418: 74
  21001: 74
  35916C: 74
  22878: 74
  90170: 73
  20763: 73
  72800D: 73
  21629: 73
  85027L: 73
  82613A: 73
  20657: 73
  20653: 73
  90030A: 72
  17001: 72
  72024U: 72
  22872: 72
  90214E: 72
  23487: 71
  37475: 71
  23016: 71
  84661C: 71
  20775: 71
  22825: 71
  90214J: 71
  23304: 71
  35916B: 70
  21662: 70
  22879: 70
  40046A: 70
  37343: 70
  21324: 70
  84665: 70
  22275: 69
  21038: 69
  20774: 69
  21459: 68
  21128: 68
  21630: 68
  35920: 68
  90214D: 68
  17012E: 68
  46776E: 67
  21547: 67
  35921: 67
  20835: 67
  22871: 67
  90214Y: 66
  20823: 66
  20856: 66
  85163A: 66
  23017: 66
  21357: 66
  23471: 66
  84741C: 66
  35916A: 66
  90201A: 65
  23303: 65
  22874: 65
  22486: 65
  21280: 65
  85017C: 64
  90116: 64
  90161D: 64
  20819: 64
  22868: 64
  82095: 63
  85197: 63
  20980: 63
  22875: 63
  35241: 63
  17011F: 63
  84507C: 63
  23057: 63
  16207A: 63
  21628: 62
  84609: 62
  84402B: 62
  21690: 62
  23151: 62
  22877: 62
  37487B: 62
  85019C: 62
  20796: 62
  22876: 61
  37423: 61
  84796A: 61
  22145: 61
  85232A: 61
  37444A: 61
  22873: 60
  90214M: 60
  23578: 60
  90108: 60
  20867: 60
  85045: 60
  90214G: 60
  84658: 59
  84507B: 59
  23472: 59
  85049B: 59
  21278: 59
  20997: 59
  21100: 59
  84247K: 59
  20941: 58
  23047: 58
  75172: 58
  90129B: 57
  35951: 57
  90201C: 57
  90154: 57
  21720: 57
  84708B: 57
  35638B: 57
  84875D: 56
  21000: 56
  84750B: 56
  21333: 56
  84429A: 55
  85135B: 55
  84688: 55
  85216: 55
  21632: 55
  35001W: 55
  84927E: 55
  20696: 54
  20782: 54
  21904: 54
  22826: 54
  90115: 54
  90134: 54
  22824: 54
  22803: 54
  85130A: 54
  90160C: 54
  23466: 54
  21420: 54
  72811: 53
  90149: 53
  84576: 53
  22194: 53
  21031: 53
  84510a: 53
  85146: 53
  16043: 53
  84527: 52
  84600: 52
  90093: 52
  71510: 52
  44242B: 52
  18098c: 52
  20847: 52
  21784: 51
  85168B: 51
  46775D: 51
  23018: 51
  90120C: 51
  82011C: 51
  21270: 50
  23692: 50
  21129: 50
  90031: 50
  84569B: 49
  84846A: 49
  85114a: 49
  20903: 49
  20780: 48
  35972: 48
  47593A: 48
  90214H: 48
  21413: 48
  21814: 48
  23429: 47
  85028S: 47
  DCGSSGIRL: 47
  16151A: 47
  DCGSSBOY: 47
  90208: 47
  85145: 47
  84685: 47
  23458: 46
  90206C: 46
  84857B: 46
  85099f: 46
  35597D: 46
  84870C: 46
  72133: 45
  84760S: 45
  47341B: 45
  90158: 45
  21738: 45
  84466: 45
  90129A: 45
  90018A: 45
  84927D: 45
  85055: 45
  23038: 44
  20661: 44
  47013C: 44
  90013A: 44
  90071: 44
  21132: 44
  21375: 43
  84509c: 43
  23626: 43
  82011B: 43
  84870B: 43
  90010A: 43
  90062: 43
  20773: 43
  20795: 43
  84989a: 42
  21269: 42
  23442: 42
  84927A: 42
  90129E: 42
  90214N: 41
  21758: 41
  20664: 41
  84919: 41
  84723: 41
  90214R: 41
  21054: 41
  90210B: 41
  21476: 41
  84906: 41
  22184: 41
  37489D: 40
  84510c: 40
  85084: 40
  44236: 40
  85039a: 40
  90129F: 40
  90192: 40
  23611: 40
  84974: 40
  gift_0001_10: 39
  90120B: 39
  20934: 39
  90214P: 39
  72801c: 39
  22655: 39
  90059A: 39
  90130B: 39
  90013C: 39
  90160D: 38
  84884a: 38
  90019A: 38
  84549: 38
  47351B: 38
  90214I: 38
  35638A: 38
  84882: 38
  84874B: 38
  90214B: 37
  21376: 37
  20781: 37
  84985A: 37
  20798: 37
  35913B: 37
  gift_0001_30: 37
  84508C: 36
  90013B: 36
  37462E: 36
  21686: 36
  85114b: 36
  90198B: 36
  44228: 36
  82615: 36
  23430: 36
  20684: 36
  90185D: 35
  21910: 35
  16254: 35
  37489A: 35
  23410: 35
  47369B: 35
  78033: 35
  90129C: 35
  84461: 35
  21360: 35
  90197B: 35
  90085: 34
  84510E: 34
  90210A: 34
  85006: 34
  90183A: 34
  21816: 34
  72812: 34
  84707B: 34
  22761: 34
  23015: 34
  47369A: 33
  71050: 33
  84358: 33
  20894: 33
  90101: 33
  15056p: 33
  90184B: 33
  84725: 33

Low Selling:
  90089: 32
  84638: 32
  85023B: 32
  23467: 32
  84745A: 32
  84539: 32
  84859B: 32
  84745B: 32
  84993a: 32
  85040a: 32
  21393: 32
  90205A: 31
  90104: 31
  37489B: 31
  21627: 31
  90160A: 31
  20662: 31
  90143: 31
  46138B: 30
  84905: 30
  21657: 30
  72140E: 30
  84388: 30
  84712B: 30
  90082B: 30
  23459: 30
  90082A: 30
  90125B: 30
  90160B: 30
  23143: 30
  35637C: 30
  72369A: 30
  90147: 30
  90103: 29
  21364: 29
  17164B: 29
  23465: 29
  20960: 29
  84559a: 29
  90205C: 29
  16207B: 29
  46126A: 29
  85135A: 28
  37476: 28
  84508B: 28
  23462: 28
  84597C: 28
  47344B: 28
  90145: 28
  22827: 28
  72132: 28
  90003C: 28
  84989A: 28
  21460: 28
  20878: 27
  21336: 27
  35607A: 27
  21488: 27
  84016: 27
  21473: 27
  90175A: 27
  84872A: 27
  90073: 27
  75013B: 27
  37444C: 27
  37488A: 27
  90214F: 27
  84872a: 26
  23614: 26
  90003D: 26
  90214V: 26
  35833P: 26
  90174: 26
  84907: 26
  90162B: 26
  84709B: 26
  17165D: 26
  22765: 26
  90204: 25
  79336: 25
  85232B: 25
  20663: 25
  35645: 25
  90185A: 25
  16169N: 25
  85014b: 25
  23448: 25
  85167B: 25
  90083: 25
  84711A: 25
  16161M: 25
  90010E: 25
  20666: 25
  35958: 24
  37333: 24
  90118: 24
  79026B: 24
  84270: 24
  90214T: 24
  23629: 24
  21277: 24
  90122C: 24
  44089C: 24
  90161A: 24
  84206A: 24
  90164B: 24
  22823: 24
  84847: 24
  37489C: 23
  79191D: 23
  90098: 23
  79331: 23
  84559b: 23
  84670: 23
  84033: 23
  90175D: 23
  16010: 23
  62043B: 22
  90018B: 22
  20898: 22
  90016B: 22
  90122A: 22
  84387A: 22
  84597B: 22
  79067: 22
  44092C: 22
  84732B: 22
  90214Z: 22
  35966: 22
  90186B: 22
  84865: 22
  84247N: 22
  23441: 22
  90002D: 22
  90183B: 21
  90166: 21
  90200C: 21
  90039D: 21
  90072: 21
  20697: 21
  20848: 21
  90000D: 21
  81953P: 21
  90184C: 21
  47586A: 21
  90032: 21
  84898F: 20
  35910A: 20
  gift_0001_20: 20
  47341A: 20
  23603: 20
  90177C: 20
  90022: 20
  20827: 20
  17007B: 20
  84711B: 20
  20667: 20
  90190C: 20
  20933: 20
  90167: 20
  16202B: 20
  81950V: 20
  90081C: 20
  90003E: 19
  90177D: 19
  90165B: 19
  85028L: 19
  84984A: 19
  90059E: 19
  84666: 19
  90059D: 19
  23468: 19
  20845: 19
  21655: 19
  17090D: 19
  84877A: 19
  90133: 19
  90040B: 18
  23464: 18
  85092: 18
  72802A: 18
  82011A: 18
  79149B: 18
  90144: 18
  46000P: 18
  20901: 18
  85014a: 18
  90019B: 18
  90199C: 18
  62096A: 18
  22656: 18
  84660c: 18
  79066k: 17
  90146: 17
  37471: 17
  90016A: 17
  10124G: 17
  20698: 17
  84226: 17
  84629: 17
  35265: 17
  90005A: 17
  84796a: 17
  35598A: 17
  84984B: 17
  90070: 17
  62074B: 16
  90028: 16
  90202D: 16
  72783: 16
  35809B: 16
  90014B: 16
  90214W: 16
  79071B: 16
  84795b: 16
  85136C: 16
  90214O: 16
  21370: 16
  85031A: 16
  84706F: 16
  90165A: 16
  90194: 16
  22929: 16
  90190A: 16
  10124A: 16
  90202A: 16
  82605: 16
  84596f: 16
  16248B: 15
  90181B: 15
  44089A: 15
  90123A: 15
  90014A: 15
  23632: 15
  90081A: 15
  85185D: 15
  84086B: 15
  85161: 15
  20818: 15
  90042C: 15
  90059F: 15
  90040C: 15
  72351a: 15
  48173c: 15
  90038A: 15
  16202E: 14
  85096: 14
  84536a: 14
  47589: 14
  20821: 14
  84842: 14
  84803B: 14
  90067A: 14
  85089: 14
  90123C: 14
  85206B: 14
  35649: 14
  90162C: 14
  90202C: 14
  22125: 14
  90185B: 14
  90130C: 14
  90177B: 14
  90129D: 14
  20670: 14
  90036E: 14
  90040A: 14
  44092B: 14
  90094: 14
  84201B: 13
  35910B: 13
  90169: 13
  90190B: 13
  90019C: 13
  71496B: 13
  35647: 13
  23463: 13
  90000A: 13
  90184A: 13
  84575A: 13
  84551: 13
  90038B: 13
  84715: 13
  84984D: 13
  90023: 13
  90164A: 12
  40005B: 12
  85109: 12
  90186A: 12
  21331: 12
  90011B: 12
  90187B: 12
  44242A: 12
  21281: 12
  47013A: 12
  90206A: 12
  90063A: 12
  90036D: 12
  20759: 12
  47590b: 12
  90124B: 12
  90214U: 12
  84705C: 12
  90211A: 12
  21344: 12
  84462: 12
  85018D: 12
  90141A: 12
  20785: 12
  90168: 12
  90163A: 12
  23449: 12
  84798A: 11
  90003B: 11
  90018C: 11
  84732D: 11
  20778: 11
  71215: 11
  84675: 11
  23637: 11
  90039B: 11
  90202B: 11
  90000B: 11
  21688: 11
  79151B: 11
  84616: 11
  23613: 11
  90199A: 11
  90124C: 11
  90125E: 11
  48189: 11
  90064B: 11
  85024C: 11
  90079: 10
  84596e: 10
  23620: 10
  90102: 10
  90157: 10
  90138: 10
  46115B: 10
  90051: 10
  90188: 10
  84910A: 10
  37351: 10
  90185C: 10
  22828: 10
  90059B: 10
  90064A: 10
  90033: 10
  90212B: 10
  90142D: 10
  90037B: 10
  90141C: 10
  20851: 10
  90162D: 10
  90175B: 10
  84924F: 10
  79329: 10
  21461: 9
  23645: 9
  35809a: 9
  90155: 9
  23640: 9
  90123B: 9
  90027D: 9
  90199B: 9
  90183C: 9
  90175C: 9
  23636: 9
  90054: 9
  90036C: 9
  84922: 9
  90059C: 9
  23625: 9
  90038C: 9
  72821: 9
  90141B: 9
  85132b: 9
  90065A: 9
  17174: 9
  90063B: 9
  90182A: 8
  35443: 8
  90196A: 8
  90076: 8
  84306: 8
  90182C: 8
  90012B: 8
  90151: 8
  90099: 8
  90135: 8
  85188B: 8
  85132a: 8
  35909A: 8
  23616: 8
  90039A: 8
  72807a: 8
  23607: 8
  90178A: 8
  84968e: 8
  21761: 8
  23623: 8
  78034B: 8
  90177A: 8
  37491C: 8
  90036F: 8
  35909B: 8
  90177E: 8
  90124A: 8
  84689: 8
  23646: 8
  84206C: 8
  23601: 8
  90163B: 7
  90211B: 7
  90181A: 7
  84873A: 7
  90212C: 7
  90001D: 7
  72802a: 7
  20910: 7
  46776f: 7
  84596b: 7
  90148: 7
  23627: 7
  90120A: 7
  22764: 7
  16202A: 7
  16206B: 7
  85231g: 6
  90179C: 6
  90176D: 6
  90011A: 6
  84631: 6
  90179A: 6
  20935: 6
  23621: 6
  21769: 6
  90159: 6
  37330: 6
  90199D: 6
  21757: 6
  35271S: 6
  90123D: 6
  90122B: 6
  37491A: 6
  47593b: 6
  90027A: 6
  90060F: 6
  90039C: 6
  21661: 6
  84773: 6
  90036A: 6
  90130A: 6
  17028J: 6
  85030: 6
  90162A: 6
  90050: 6
  84679: 6
  90013D: 6
  85225: 6
  90024B: 6
  22206: 5
  90182B: 5
  90141E: 5
  72798C: 5
  84968a: 5
  90180B: 5
  90152A: 5
  47518f: 5
  21392: 5
  79157V: 5
  90037C: 5
  90001A: 5
  90001B: 5
  23612: 5
  37509: 5
  46776a: 5
  81953B: 5
  90196B: 5
  90055: 5
  90131: 5
  90049: 5
  20695: 5
  90041: 5
  84921: 5
  44091A: 5
  23654: 5
  90029: 5
  35598C: 5
  23644: 5
  23634: 5
  37461: 5
  90001C: 5
  72807c: 5
  84632: 5
  84558a: 5
  77079: 5
  84509b: 5
  84206B: 5
  90024F: 5
  84795C: 5
  84201C: 5
  90027C: 5
  82613c: 5
  84536b: 5
  23624: 4
  23639: 4
  47591B: 4
  37491B: 4
  37491D: 4
  90026C: 4
  23615: 4
  90043: 4
  20964: 4
  90176B: 4
  90024C: 4
  PADS: 4
  23619: 4
  90173: 4
  84802A: 4
  90025F: 4
  21186: 4
  90053: 4
  23605: 4
  90056: 4
  90074: 4
  35592T: 4
  84963A: 4
  90075: 4
  84465: 4
  17191A: 4
  90112: 4
  20678: 4
  90156: 4
  84975: 4
  23608: 4
  23650: 4
  84977: 4
  82613b: 4
  90195B: 4
  90141D: 4
  72807b: 4
  90176E: 4
  79157B: 4
  gift_0001_50: 4
  79161A: 4
  84993B: 4
  23604: 4
  90036B: 4
  84660a: 4
  90136: 3
  90077: 3
  90042A: 3
  84963B: 3
  15060b: 3
  90130D: 3
  22218: 3
  85189: 3
  84968d: 3
  45013: 3
  90132: 3
  90176C: 3
  85115B: 3
  90128A: 3
  84617: 3
  90011E: 3
  90025D: 3
  90137: 3
  84803A: 3
  90179B: 3
  84804B: 3
  DCGS0076: 3
  90046: 3
  84706D: 3
  23610: 3
  84925D: 3
  90026D: 3
  85018C: 3
  85132c: 3
  47503J: 3
  90027B: 3
  90060D: 3
  B: 3
  gift_0001_40: 3
  90011D: 3
  62097B: 3
  21538: 3
  90026B: 3
  90016C: 3
  84596g: 3
  85034a: 3
  21595: 3
  85231b: 3
  90048: 3
  23633: 3
  23635: 3
  90189A: 2
  90024D: 2
  90034: 2
  90140: 2
  21777: 2
  84660b: 2
  90069: 2
  90025A: 2
  90152B: 2
  90078: 2
  90084: 2
  90024E: 2
  85184c: 2
  90052: 2
  90011C: 2
  84731: 2
  62095B: 2
  23638: 2
  90026A: 2
  85031C: 2
  37444B: 2
  23617: 2
  90067B: 2
  90065B: 2
  47570b: 2
  84854: 2
  72814: 2
  84534b: 2
  84824: 2
  84971l: 2
  84971L: 2
  22323: 2
  20871: 2
  84620: 2
  20861: 2
  90176A: 2
  90035C: 2
  23649: 2
  47016: 2
  85035a: 2
